ID,Nom,Prenom,Age,Departement,Ville,Date_Embauche,Salaire,Prime,Teletravail,Performance_Score,Projet,Remise,Client_ID,Produit,Heures_Semaine,Feedback_Score,Type_Contrat,Manager,Categorie_Travail,Bonus_Annuel,Ventes_Mois01,Ventes_Mois02,Ventes_Mois03,Ventes_Mois04,Ventes_Mois05,Ventes_Mois06,Ventes_Mois07,Ventes_Mois08,Ventes_Mois09,Ventes_Mois10,Ventes_Mois11,Ventes_Mois12,CA,Salaire_Annuel,Salaire_Total,Ratio_CA_Salaire,Anciennete,Score_Pondere,Indice_Performance_Normalise,Ratio_Age_Anciennete,Categorie_Age,Performance_Level,Top_Performers,CLV,Score_Efficacite_20,Remise_Categorie,CA_Total_Produit
4864,Barr,Jason,31,Finance,Sheltonview,2010-07-15,2390,1830,Non,80,Projet D,0.26,4278,Produit Y,38,3,CDI,Caitlin Garcia,Avancé,1053,20236,44435,7341,85060,50640,29078,88925,34851,57370,11139,85761,67221,430722.18,28680,31563,13.65,15,1637.57,0.55,2.07,Professionnel confirmé,High,True,3485249.88,5.06,Avec Remise,1285481295.4
4865,Taylor,Megan,63,Finance,North Joeltown,2019-04-24,11680,3443,Oui,77,Projet D,0.28,3986,Produit Z,39,1,CDI,Elizabeth Cabrera,Expert,9764,91611,60147,5203,45993,4378,13019,52036,60525,11788,83202,14278,79713,375762.96,140160,153367,2.45,6,113.19,0.04,10.5,Retraité / Consultant,Medium,False,1414597.82,0.3,Avec Remise,1286715697.35
4866,Wilson,Susan,51,Production,Kristinaton,2014-03-30,2557,1212,Oui,80,Projet C,0.05,2898,Produit W,32,1,CDI,Wanda Cox,Avancé,2375,74496,54240,65235,90655,44590,32560,50294,98925,81368,41329,98101,13039,707590.4,30684,34271,20.65,11,1816.93,0.37,4.64,Expert,High,True,2164687.05,10.96,Avec Remise,1292981428.48
4867,Lewis,Jose,45,IT,Mooretown,2014-11-10,7236,3905,Non,68,Projet B,0.2,1989,Produit Z,31,2,Freelance,Bailey Daniel,Avancé,4302,54622,58636,99821,74080,5660,54140,52853,76310,81491,88152,61803,4907,569980.0,86832,95039,6.0,11,448.6,0.11,4.09,Senior 2,Medium,False,2506570.68,2.25,Avec Remise,1286715697.35
4868,Baker,Samantha,52,Marketing,Michaelmouth,2024-11-20,9546,2396,Non,77,Projet C,0.13,1433,Produit W,42,1,CDD,Joshua Baldwin,Standard,4939,69047,52710,33050,69263,18113,2314,19171,4868,92802,24436,75705,55914,450131.91,114552,121887,3.69,1,28.44,0.01,52.0,Expert,Low,False,2233354.34,0.08,Avec Remise,1292981428.48
4869,Zimmerman,Donald,57,RH,East Jacob,2017-11-02,3834,3826,Oui,57,Projet C,0.18,1549,Produit Z,32,1,CDI,Shannon Stewart,Expert,8803,58637,58158,32454,96000,40386,36926,65216,37631,50403,73514,31077,52132,518677.88,46008,58637,8.85,8,403.36,0.11,7.12,Pré-retraire,Medium,False,1613180.0,1.78,Avec Remise,1286715697.35
4870,Jackson,Benjamin,37,RH,North Michael,2023-12-19,5253,2187,Non,62,Projet A,0.25,3589,Produit X,32,1,CDI,Chris Turner,Standard,3284,75372,8278,26317,18899,48317,32762,7223,20092,86329,48059,10923,43434,319503.75,63036,68507,4.66,2,57.83,0.03,18.5,Expérimenté,Low,False,753514.25,0.16,Avec Remise,1275523122.61
4871,Reid,Alexis,24,Marketing,Port William,2014-06-27,10606,2681,Oui,83,Projet C,0.22,2685,Produit X,42,2,CDD,Brandon Williams,Expert,7032,27781,44507,25691,15757,39667,6844,85236,54627,72940,65048,61967,15485,402129.0,127272,136985,2.94,11,268.02,0.1,2.18,Jeune employé,Medium,False,1416740.91,0.7,Avec Remise,1275523122.61
4872,Hickman,David,31,Ventes,Wilsonborough,2023-01-30,4489,2759,Non,65,Projet B,0.18,2030,Produit W,44,4,Freelance,Alan Parsons,Standard,4998,81410,63858,68666,5365,57182,72360,65958,9602,80472,11048,49733,72459,523252.66,53868,61625,8.49,2,110.38,0.03,15.5,Professionnel confirmé,Medium,False,1848875.35,0.36,Avec Remise,1292981428.48
4873,Jones,Benjamin,36,Ventes,New Jenniferbury,2010-08-21,4457,2633,Non,82,Projet C,0.15,2305,Produit X,40,2,Freelance,Jason Foley,Standard,2989,3366,13280,89244,28245,93510,44188,78467,19550,94722,71852,14752,42419,504555.75,53484,59106,8.54,15,1049.98,0.3,2.4,Expérimenté,High,True,1080883.89,3.61,Avec Remise,1275523122.61
4874,Williams,James,23,Production,Lake Jessicaview,2013-04-16,2530,1266,Oui,87,Projet D,0.02,2160,Produit W,31,3,CDD,Daniel West,Standard,7168,62603,53959,96781,53089,38905,4577,52039,41106,47359,47999,48543,67058,601737.64,30360,38794,15.51,12,1619.36,0.39,1.92,Jeune employé,High,True,601737.64,8.57,Avec Remise,1292981428.48
4875,Sweeney,Shelley,33,Production,Rebeccamouth,2013-04-09,7434,3994,Oui,64,Projet B,0.17,2320,Produit Z,30,3,Freelance,Derek Gonzalez,Standard,5919,37094,80937,56205,46702,68895,12258,35009,15257,60738,94816,49107,42793,497843.13,89208,99121,5.02,12,385.73,0.11,2.75,Professionnel confirmé,Medium,False,1348873.11,1.75,Avec Remise,1286715697.35
4876,Burns,Christopher,46,Marketing,Boydmouth,2020-06-17,5011,3970,Non,78,Projet A,0.05,4551,Produit W,40,4,Freelance,Chad Clay,Standard,1979,22743,80012,13470,50996,2574,85784,23963,1521,56615,37268,49013,13864,415931.85,60132,66081,6.29,5,245.48,0.09,9.2,Senior 2,Medium,False,2082873.22,0.7,Avec Remise,1292981428.48
4877,Lawson,Kelli,57,Finance,New Roger,2022-12-03,4617,1748,Non,80,Projet A,0.03,2114,Produit Y,30,3,CDD,Christopher Downs,Standard,1701,76457,59216,30806,86553,15928,71163,35407,18600,26333,81687,89640,40997,613803.39,55404,58853,10.43,3,250.31,0.06,19.0,Pré-retraire,Medium,False,613803.39,1.4,Avec Remise,1285481295.4
4878,Hopkins,Michele,57,Ventes,Port Heather,2012-06-16,10334,4629,Oui,69,Projet A,0.26,4985,Produit Y,32,5,Freelance,Barry Johnson,Expert,7318,89757,71839,19861,58441,5337,6758,88980,28661,63319,69738,50109,98658,482078.92,124008,135955,3.55,13,318.06,0.1,4.38,Pré-retraire,Medium,False,2438142.71,1.31,Avec Remise,1285481295.4
4879,Barnett,Lisa,48,Marketing,Priceburgh,2016-10-04,11952,2098,Oui,80,Projet C,0.28,4420,Produit X,38,1,CDD,Susan Page,Standard,4518,65945,49117,93223,78028,21862,24483,63819,22025,86506,2649,68860,11400,423300.24,143424,150040,2.82,9,203.13,0.07,5.33,Senior 2,Medium,False,1896360.82,0.62,Avec Remise,1275523122.61
4880,Mitchell,David,52,Finance,Julieland,2015-01-12,5052,4835,Non,76,Projet D,0.2,2273,Produit W,31,2,Freelance,Derek Glenn,Expert,7764,69929,83198,86155,12014,8354,79101,68830,61576,14812,98250,54382,58361,555969.6,60624,73223,7.59,10,577.05,0.15,5.2,Expert,Medium,False,1555472.07,2.82,Avec Remise,1292981428.48
4881,Davila,Charles,49,IT,Wardview,2010-05-15,4549,1407,Non,97,Projet A,0.04,1107,Produit Z,30,5,CDD,Cheryl Salas,Avancé,8723,10176,66479,65367,27834,4867,6987,86063,88012,40313,37077,44730,65653,521815.68,54588,64718,8.06,15,1173.15,0.33,3.27,Senior 2,High,True,1679672.25,5.57,Avec Remise,1286715697.35
4882,Hernandez,April,42,IT,Charlesstad,2022-06-08,11971,3699,Oui,52,Projet D,0.29,1631,Produit Y,38,1,CDI,Darlene Wilson,Avancé,5786,50561,44238,60618,99349,70282,64336,2392,90634,69114,86521,72785,97377,573826.97,143652,153137,3.75,3,58.46,0.01,14.0,Senior 1,Low,False,2950871.43,0.24,Avec Remise,1285481295.4
4883,Martinez,Robert,27,Production,Lisamouth,2017-03-20,8988,4501,Oui,99,Projet B,0.08,2182,Produit X,41,5,Freelance,Mrs. Paula Vega,Expert,7156,74823,79516,5805,44150,33839,30829,72584,27637,154,18172,73600,84729,502170.96,107856,119513,4.2,8,332.78,0.1,3.38,Jeune professionnel,Medium,False,502170.96,1.11,Avec Remise,1275523122.61
4884,Richard,Casey,64,Marketing,Marissaland,2016-07-22,2721,1575,Oui,52,Projet D,0.26,2932,Produit Y,37,3,CDI,Matthew Duke,Standard,6574,40835,39478,85662,36180,29708,43436,90609,61022,7983,87003,52121,91848,492754.9,32652,40801,12.08,9,565.21,0.17,7.11,Retraité / Consultant,Medium,False,936344.2,2.05,Avec Remise,1285481295.4
4885,Smith,Susan,48,Finance,Stricklandton,2008-06-27,6923,1542,Oui,63,Projet B,0.19,2839,Produit Y,31,3,CDI,Christopher Wilson,Avancé,3255,95002,30333,83312,86378,56397,84395,16722,50680,89357,13919,64995,31925,569766.15,83076,87873,6.48,17,694.43,0.18,2.82,Senior 2,Medium,False,1339602.77,3.48,Avec Remise,1285481295.4
4886,Potter,Misty,35,IT,Williamsport,2016-03-19,2274,931,Non,83,Projet B,0.28,3950,Produit Z,31,4,Freelance,Megan Gonzales,Standard,9939,5988,46339,85665,90444,76986,76197,21328,77679,2642,93286,64169,81613,520081.92,27288,38158,13.63,9,1018.14,0.28,3.89,Expérimenté,High,True,953717.85,4.66,Avec Remise,1286715697.35
4887,Foster,Eric,35,Marketing,New Matthew,2013-01-17,7517,2693,Non,87,Projet A,0.13,3650,Produit Y,41,3,CDI,Samuel Cooper,Expert,5807,94746,40629,13338,69815,72704,87611,75750,73920,71028,82296,58869,287,644663.91,90204,98704,6.53,12,681.87,0.15,2.92,Expérimenté,Medium,False,2795501.14,2.92,Avec Remise,1285481295.4
4888,Wilson,Timothy,23,Finance,Pachecomouth,2025-07-28,7299,4915,Oui,99,Projet C,0.23,2162,Produit Y,41,1,CDD,Kevin Gray,Avancé,3716,62857,9527,65047,20767,50567,1376,45159,99319,92991,3099,53313,78937,448878.43,87588,96219,4.67,0,0.0,0.0,inf,Jeune employé,Low,False,3328893.17,0.0,Avec Remise,1285481295.4
4889,Barnett,Gregory,32,Marketing,North Anthony,2006-11-18,5413,4339,Non,94,Projet A,0.16,1822,Produit Z,42,1,Freelance,John Valdez,Expert,4208,76754,73499,64396,96590,27031,69655,87196,53837,86721,48960,92938,97322,734915.16,64956,73503,10.0,19,1785.72,0.35,1.68,Professionnel confirmé,High,True,3078513.31,8.52,Avec Remise,1286715697.35
4890,Delacruz,Cindy,32,RH,West Stevenburgh,2009-10-11,2153,4016,Oui,76,Projet C,0.24,2123,Produit Y,39,5,Freelance,Donna Hill,Standard,2497,68976,24799,74100,43186,4647,24218,92354,91529,1653,99895,21344,42213,447574.64,25836,32349,13.84,16,1682.43,0.55,2.0,Professionnel confirmé,High,True,2048677.09,5.27,Avec Remise,1285481295.4
4891,Hart,Cathy,26,RH,Juanport,2018-11-01,10441,4128,Oui,86,Projet B,0.06,1701,Produit Z,35,3,CDD,Amy Whitaker,Standard,1243,22430,17773,84361,82904,9608,31918,49191,49861,38774,14473,66386,39662,476900.54,125292,130663,3.65,7,219.72,0.07,3.71,Jeune professionnel,Medium,False,2183804.47,0.82,Avec Remise,1286715697.35
4892,Jimenez,Darren,44,Marketing,Charleschester,2022-09-25,8997,1510,Oui,58,Projet C,0.13,4353,Produit W,35,2,Freelance,Zachary Moore,Expert,7966,74454,94743,99489,75469,42096,46459,95428,81212,83047,66860,10842,29989,696076.56,107964,117440,5.93,3,103.13,0.02,14.67,Senior 1,Medium,False,1692497.63,0.56,Avec Remise,1292981428.48
4893,Chandler,Patricia,54,Finance,Spearston,2007-12-27,3326,1770,Oui,85,Projet D,0.11,4643,Produit W,30,1,CDD,Beverly Jennings,Standard,8647,70025,37317,78437,16574,77858,29570,5184,97918,43859,73276,78513,597,542123.92,39912,50329,10.77,18,1648.05,0.44,3.0,Expert,High,True,1124116.28,8.12,Avec Remise,1292981428.48
4894,Holt,Barbara,55,Ventes,Fryeshire,2019-03-18,9120,771,Oui,71,Projet A,0.07,3317,Produit Y,36,4,CDD,Brianna Smith,Avancé,112,1804,30650,84506,40675,14661,77635,62593,2377,54175,89000,74581,92870,581740.11,109440,110323,5.27,6,224.63,0.06,9.17,Pré-retraire,Medium,False,1128331.35,0.99,Avec Remise,1285481295.4
4895,Pacheco,Jennifer,23,Finance,Port Holly,2019-10-03,3952,719,Non,92,Projet A,0.03,4226,Produit Z,43,2,CDD,Kathleen Marshall,Expert,888,81993,45057,21546,45501,61678,50803,92265,32250,90144,60557,78665,54784,693785.71,47424,49031,14.15,6,781.08,0.16,3.83,Jeune employé,Medium,False,693785.71,3.44,Avec Remise,1286715697.35
4896,Chambers,Zachary,59,IT,South Kevinland,2007-10-25,6173,2529,Non,64,Projet B,0.12,4278,Produit X,42,5,CDD,Tricia Herman,Standard,2316,97276,24854,32684,67180,31025,53541,66921,17621,83615,28775,97065,13698,540544.4,74076,78921,6.85,18,789.03,0.21,3.28,Pré-retraire,Medium,False,3485249.88,2.77,Avec Remise,1275523122.61
4897,Williams,Brittany,51,Ventes,Port Karen,2021-12-29,8503,3753,Oui,66,Projet C,0.07,4169,Produit Y,40,5,Freelance,Julie Reyes,Avancé,3650,59716,61615,28965,53684,53355,49619,60394,6112,12190,68452,46989,31294,495118.05,102036,109439,4.52,4,119.44,0.04,12.75,Expert,Medium,False,1470531.3,0.4,Avec Remise,1285481295.4
4898,Thornton,Nicolas,58,Marketing,West Christinefort,2010-12-03,5029,1492,Non,84,Projet C,0.08,4429,Produit Y,44,2,CDI,Eric Cox,Expert,8175,95930,41045,50610,74832,74630,4713,54911,10967,12391,11427,28480,98109,513401.4,60348,70015,7.33,15,923.92,0.26,3.87,Pré-retraire,High,True,1122544.2,2.94,Avec Remise,1285481295.4
4899,Holder,Mark,64,Marketing,North William,2017-06-13,9790,3772,Oui,92,Projet C,0.18,1169,Produit W,30,2,CDI,Gary Valentine,Avancé,1617,66391,4722,36507,24775,22795,96227,51535,7279,38794,19888,16696,58194,363918.46,117480,122869,2.96,8,217.99,0.09,8.0,Retraité / Consultant,Medium,False,1540643.71,0.72,Avec Remise,1292981428.48
4900,Johnson,Nicole,38,IT,Thompsonside,2011-05-29,3852,3299,Oui,65,Projet A,0.15,3420,Produit Y,31,3,CDI,Courtney Hicks,Expert,4875,17200,31465,4369,31589,73267,42166,55019,34889,47344,6698,28796,31917,344011.15,46224,54398,6.32,14,575.48,0.24,2.71,Expérimenté,Medium,False,1546061.99,1.74,Avec Remise,1285481295.4
4901,Johnson,Brian,45,IT,Geoffreyton,2008-06-03,6458,4271,Oui,51,Projet C,0.11,4278,Produit X,35,3,Freelance,Javier Snow,Avancé,8674,87256,85833,56190,90455,85157,60430,26868,43087,25766,50621,92988,52232,673625.87,77496,90441,7.45,17,645.76,0.14,2.65,Senior 2,Medium,False,3485249.88,3.39,Avec Remise,1275523122.61
4902,Jensen,Michael,28,Marketing,Gillespieberg,2017-04-04,5693,3382,Non,81,Projet C,0.12,1442,Produit Z,44,3,CDI,Melissa Petty,Standard,8347,93823,34107,57302,72187,53797,94691,59317,95065,71980,79705,34261,13541,668602.88,68316,80045,8.35,8,541.26,0.12,3.5,Jeune professionnel,Medium,False,2137209.2,2.24,Avec Remise,1286715697.35
4903,Rodgers,Alexis,34,RH,Lake Erica,2016-02-25,8990,3378,Non,56,Projet B,0.15,4869,Produit Y,31,3,CDD,Todd Pierce,Expert,4746,78906,35316,88997,17390,65970,71539,84625,785,90685,19449,1169,40594,506111.25,107880,116004,4.36,9,219.89,0.06,3.78,Professionnel confirmé,Medium,False,2338730.59,0.98,Avec Remise,1285481295.4
4904,Ramos,Paula,30,RH,South Andrew,2019-03-03,2108,508,Non,79,Projet C,0.18,2952,Produit W,36,5,CDD,Jeremy Garner,Avancé,6477,24501,50269,96079,76046,16792,86979,23704,77512,64294,94378,41865,47603,574018.04,25296,32281,17.78,6,842.86,0.21,5.0,Professionnel confirmé,Medium,False,1951056.22,3.67,Avec Remise,1292981428.48
4905,Horn,Rhonda,46,Marketing,Jamesview,2016-06-18,3256,1372,Non,53,Projet A,0.29,2186,Produit W,31,5,Freelance,Timothy Castillo,Avancé,2274,79735,41664,34249,44704,80259,53116,52887,65185,46129,9187,95448,89867,491625.3,39072,42718,11.51,9,548.96,0.16,5.11,Senior 2,Medium,False,1754805.56,2.37,Avec Remise,1292981428.48
4906,Rodriguez,Laura,24,Finance,Michaelhaven,2023-10-16,10106,4238,Oui,77,Projet A,0.01,2064,Produit Z,40,3,Freelance,William Meyer,Standard,5707,7458,62338,85320,99886,71156,69446,32360,91633,48755,80734,2778,4393,649694.43,121272,131217,4.95,2,76.25,0.02,12.0,Jeune employé,Medium,False,2245251.98,0.34,Avec Remise,1286715697.35
4907,Wood,Melissa,48,Ventes,East Jason,2006-10-09,4836,4968,Oui,81,Projet A,0.21,3396,Produit W,35,3,CDD,Zachary Richardson,Standard,8270,9471,6569,64540,55315,65929,61286,64720,61696,72927,87560,52799,5549,480605.19,58032,71270,6.74,19,1037.82,0.31,2.53,Senior 2,High,True,977148.63,3.89,Avec Remise,1292981428.48
4908,Reynolds,Michael,61,RH,South Ashleymouth,2014-01-30,9842,4131,Non,50,Projet A,0.2,1808,Produit X,35,3,CDI,Wanda Fuller,Standard,7908,67350,99004,54125,24398,63259,89260,47118,2252,89892,60524,78886,1774,542273.6,118104,130143,4.17,11,229.17,0.06,5.55,Retraité / Consultant,Medium,False,1529037.23,0.97,Avec Remise,1275523122.61
4909,Johnson,Justin,26,Ventes,North Aprilburgh,2009-07-31,3287,3558,Oui,67,Projet A,0.28,1869,Produit Z,41,5,CDI,William Rivera,Expert,3228,61656,79682,3236,76528,19771,7668,72740,83932,31842,87095,53190,20400,430372.8,39444,46230,9.31,16,997.97,0.34,1.62,Jeune professionnel,High,True,3032851.53,2.86,Avec Remise,1286715697.35
4910,Mcintosh,Benjamin,37,Ventes,East Sara,2020-08-02,4153,3708,Non,97,Projet C,0.18,3797,Produit W,36,5,CDI,Timothy Wilkinson,Standard,8165,49957,25602,13816,62800,15414,91266,51213,28643,79929,57555,59354,55109,484339.56,49836,61709,7.85,5,380.67,0.11,7.4,Expérimenté,Medium,False,1017321.24,1.4,Avec Remise,1292981428.48
4911,Russell,David,56,IT,Lynnshire,2022-11-30,11056,3246,Non,61,Projet C,0.21,2085,Produit W,31,3,Freelance,Emily Mitchell,Expert,9801,75741,86807,74524,96818,65301,42459,78237,73398,7865,85868,19985,33921,585329.96,132672,145719,4.02,3,73.51,0.02,18.67,Pré-retraire,Medium,False,1600454.32,0.38,Avec Remise,1292981428.48
4912,Simon,Alyssa,58,RH,Michaelbury,2008-10-10,4138,4215,Oui,92,Projet C,0.12,2254,Produit W,39,2,CDI,Mary Matthews,Avancé,8157,4519,3726,17016,5468,59515,70585,47989,52541,42838,16030,43912,1639,321884.64,49656,62028,5.19,17,811.61,0.37,3.41,Pré-retraire,Medium,False,1434319.58,1.83,Avec Remise,1292981428.48
4913,Boyd,Curtis,52,Production,North Jessicafurt,2016-05-09,7362,4199,Oui,89,Projet B,0.11,4042,Produit Z,35,5,Freelance,George Owens,Avancé,5403,20657,90401,42165,96646,49879,96934,95740,88974,62891,90775,36889,66905,746581.84,88344,97946,7.62,9,610.55,0.12,5.78,Expert,Medium,False,2168753.69,3.55,Avec Remise,1286715697.35
4914,Acosta,Kathleen,35,IT,Lake Meganshire,2017-04-23,2392,2574,Oui,85,Projet C,0.22,3760,Produit W,31,3,CDI,Joseph Kidd,Standard,1801,55533,78424,80156,3813,67123,63772,23714,77534,9349,38759,84574,18549,469014.0,28704,33079,14.18,8,964.14,0.3,4.38,Expérimenté,High,True,1337852.1,3.98,Avec Remise,1292981428.48
4915,Ramos,Joseph,52,Marketing,Davidville,2014-09-11,5385,992,Non,81,Projet A,0.02,1922,Produit Z,38,1,CDD,Mark Stevens,Standard,8556,54364,67257,69668,75422,49234,56760,93876,32403,56215,26469,82411,22878,673217.86,64620,74168,9.08,11,808.75,0.17,4.73,Expert,Medium,False,3061594.66,3.91,Avec Remise,1286715697.35
4916,Rodriguez,Brittany,24,Production,Rodriguezfort,2011-11-15,9896,1708,Oui,86,Projet A,0.19,2689,Produit Y,39,1,Freelance,Lisa Guerrero,Standard,2318,70167,98045,28991,83684,20716,51169,44981,80728,44832,33122,74203,54654,555086.52,118752,122778,4.52,14,544.34,0.14,1.71,Jeune employé,Medium,False,1969566.46,2.11,Avec Remise,1285481295.4
4917,Moore,Jessica,49,IT,Amyton,2009-12-12,3895,507,Non,53,Projet B,0.02,4104,Produit Z,36,5,CDD,Katherine Miller,Avancé,3316,28714,11409,73328,9373,29467,75472,21223,2652,77886,74548,4169,17211,416942.96,46740,50563,8.25,16,699.26,0.24,3.06,Senior 2,Medium,False,934146.96,2.21,Avec Remise,1286715697.35
4918,Singh,Angel,23,RH,West Jared,2021-08-19,2846,4132,Oui,92,Projet D,0.08,4994,Produit W,32,4,CDI,Steven Jackson,Standard,6180,30563,18999,50093,40158,28682,39048,94124,60336,14440,80532,58085,74551,542442.12,34152,44464,12.2,4,448.94,0.12,5.75,Jeune employé,Medium,False,950305.03,2.08,Avec Remise,1292981428.48
4919,Ramirez,Eric,31,Ventes,Lake Emilyhaven,2008-12-07,4609,4482,Oui,62,Projet B,0.08,4621,Produit Y,31,5,Freelance,Alec Chavez,Avancé,624,66218,378,14596,32542,75400,10762,39529,34011,3181,69305,3517,66817,382955.52,55308,60414,6.34,17,668.12,0.25,1.82,Professionnel confirmé,Medium,False,1619019.68,2.25,Avec Remise,1285481295.4
4920,Lee,Mark,35,RH,South Tyler,2025-06-15,6322,4984,Oui,54,Projet A,0.11,1631,Produit Y,36,4,CDI,Lisa Ray,Avancé,7563,89261,81214,91937,65568,6728,71752,59289,4303,75030,48844,75767,45773,636764.74,75864,88411,7.2,0,0.0,0.0,inf,Expérimenté,Low,False,2950871.43,0.0,Avec Remise,1285481295.4
4921,Bishop,David,38,Finance,West Brittneyport,2023-03-04,4472,3066,Non,95,Projet B,0.06,1488,Produit X,38,3,Freelance,Nicole Sandoval,Expert,2612,36896,48061,23142,57519,21927,32388,39341,3185,66245,93423,36614,85239,511341.2,53664,59342,8.62,2,163.72,0.05,19.0,Expérimenté,Medium,False,1587388.94,0.6,Avec Remise,1275523122.61
4922,Carroll,Jonathan,47,RH,Davisborough,2008-03-08,11704,614,Oui,99,Projet D,0.13,3442,Produit Z,30,3,CDI,Jack Fernandez,Standard,6224,90106,75447,5717,41882,45723,39470,77762,7278,3736,94465,91624,29638,524477.76,140448,147286,3.56,17,599.31,0.17,2.76,Senior 2,Medium,False,1189908.76,2.86,Avec Remise,1286715697.35
4923,Walker,James,32,Marketing,Karenhaven,2016-12-30,6218,2569,Oui,58,Projet B,0.2,2267,Produit Z,36,1,CDI,Terry Weiss,Standard,8702,79784,71369,69906,52705,33503,38349,65862,54391,96720,9587,91341,78195,593369.6,74616,85887,6.91,9,360.64,0.09,3.56,Professionnel confirmé,Medium,False,1075017.26,1.62,Avec Remise,1286715697.35
4924,Taylor,David,61,Ventes,Boydburgh,2016-11-23,8822,765,Non,59,Projet B,0.05,3996,Produit Z,35,5,Freelance,Benjamin Stevens,Expert,1871,59900,68944,61284,76616,48503,77952,32537,3648,14509,56411,96161,84692,647099.15,105864,108500,5.96,9,316.69,0.07,6.78,Retraité / Consultant,Medium,False,1266017.71,1.6,Avec Remise,1286715697.35
4925,Stephenson,Katherine,40,Finance,Gregoryshire,2010-03-12,5980,1232,Non,76,Projet C,0.1,4683,Produit W,42,1,Freelance,Garrett Holden,Expert,3328,30379,94362,79961,73203,41279,12809,81260,31009,47782,6571,37204,33059,511990.2,71760,76320,6.71,15,764.77,0.22,2.67,Senior 1,Medium,False,1700188.9,2.54,Avec Remise,1292981428.48
4926,Wood,Hector,41,IT,New Toddstad,2023-05-14,4131,4231,Non,63,Projet B,0.13,2226,Produit X,30,1,CDI,Danielle Combs,Standard,7321,99588,8658,50470,78928,44476,79019,50719,90525,85548,60446,74014,43548,666366.93,49572,61124,10.9,2,137.36,0.03,20.5,Senior 1,Medium,False,999246.17,0.83,Avec Remise,1275523122.61
4927,Anderson,Christopher,24,Marketing,Sotoville,2012-09-01,7326,4893,Oui,68,Projet B,0.14,3648,Produit W,37,4,CDD,Richard Wilson,Expert,6823,68101,40861,99270,46940,15213,75489,13832,59151,81139,46075,65726,94916,607773.18,87912,99628,6.1,13,539.28,0.13,1.85,Jeune employé,Medium,False,607773.18,2.42,Avec Remise,1292981428.48
4928,Gross,Cheryl,55,IT,Alanborough,2015-11-05,5875,2001,Oui,99,Projet B,0.06,4880,Produit Y,42,4,CDD,Connor Kelly,Expert,3988,78445,65411,68038,75370,48774,1335,29776,87394,29232,80955,56757,67423,647575.4,70500,76489,8.47,10,838.16,0.19,5.5,Pré-retraire,Medium,False,1380760.57,3.52,Avec Remise,1285481295.4
4929,Ramos,Patricia,49,IT,West Julia,2006-11-22,4766,2257,Oui,72,Projet A,0.07,3321,Produit W,42,2,Freelance,Roger Davidson,Avancé,414,11093,96402,69454,25635,43396,49871,24493,88852,42938,80733,93401,37229,617052.21,57192,59863,10.31,19,1410.1,0.33,2.58,Senior 2,High,True,2134376.57,5.65,Avec Remise,1292981428.48
4930,Herring,Stephanie,45,Ventes,South Johnland,2016-07-22,10614,509,Oui,59,Projet B,0.25,2129,Produit Y,31,5,CDI,Chelsea Bartlett,Standard,5044,55745,38030,37104,16411,12564,79988,6772,18388,24449,54422,46639,19693,307653.75,127368,132921,2.31,9,122.9,0.06,5.0,Senior 2,Medium,False,307653.75,0.33,Avec Remise,1285481295.4
